>
7.847523	53.789168
7.847817	53.791515
7.850164	53.792688
7.851924	53.792688
7.855151	53.794448
7.856911	53.794448
7.858377	53.795328
7.860138	53.795328
7.861898	53.796208
7.866885	53.796208
7.868645	53.796795
7.875099	53.796795
7.876859	53.797675
7.881846	53.797675
7.883606	53.796795
7.901794	53.796795
7.903554	53.795915
7.911768	53.795915
7.913528	53.795035
7.915288	53.795035
7.916755	53.794448
7.918515	53.794448
7.920275	53.793568
7.921742	53.793568
7.923502	53.792688
7.924969	53.792688
7.926729	53.791808
7.928489	53.791808
7.930249	53.790928
7.931716	53.790928
7.933476	53.790048
7.934943	53.790048
7.936703	53.789168
7.938463	53.789168
7.940223	53.788581
7.94169	53.788288
7.94345	53.787701
7.94521	53.787701
7.946677	53.786821
7.948437	53.786821
7.950197	53.785941
7.951664	53.785941
7.953424	53.785061
7.955184	53.785061
7.958411	53.783301
7.960171	53.783301
7.961638	53.782714
7.963398	53.782421
7.965158	53.781834
7.966919	53.781834
7.970145	53.780074
7.971612	53.780074
7.974252	53.7789
7.974252	53.77802
7.973372	53.777727
7.968385	53.777434
7.965158	53.779194
7.963398	53.779194
7.958411	53.781834
7.955184	53.781834
7.953424	53.782714
7.940223	53.782714
7.938463	53.781834
7.920275	53.781834
7.918515	53.782714
7.916755	53.782714
7.914995	53.783301
7.911768	53.783594
7.910301	53.784181
7.906781	53.784474
7.905021	53.785061
7.901794	53.785354
7.900034	53.785941
7.898567	53.785941
7.896807	53.786821
7.89358	53.786821
7.89182	53.787701
7.886833	53.787701
7.885073	53.788581
7.875099	53.788581
7.874219	53.788288
7.874219	53.787408
7.872752	53.786528
7.872752	53.785648
7.870992	53.784767
7.870992	53.781541
7.872752	53.780661
7.872752	53.77802
7.870992	53.777434
7.870992	53.776554
7.868645	53.775087
7.866005	53.776554
7.866005	53.77714
7.862778	53.7789
7.862778	53.77978
7.858671	53.781834
7.856911	53.781834
7.85427	53.783301
7.85427	53.783887
7.852804	53.784767
7.852804	53.785648
7.849283	53.787408
7.849283	53.788288
7.847523	53.789168
>
7.522193	53.758366
7.52366	53.758952
7.532167	53.758952
7.533634	53.759832
7.562089	53.759832
7.563556	53.758952
7.567077	53.758952
7.568543	53.759832
7.57529	53.759832
7.577051	53.758952
7.601986	53.758952
7.603746	53.758072
7.606973	53.758072
7.608733	53.757192
7.61196	53.757192
7.61372	53.756312
7.616947	53.756312
7.618707	53.755725
7.621934	53.755432
7.623694	53.754845
7.625454	53.754845
7.626921	53.753965
7.628681	53.753965
7.631321	53.752499
7.631028	53.748392
7.629561	53.747511
7.629561	53.743405
7.626921	53.742231
7.623694	53.742231
7.620467	53.743991
7.618707	53.743991
7.616947	53.744578
7.615187	53.744871
7.61372	53.745458
7.605213	53.745751
7.603746	53.746338
7.598759	53.746338
7.596999	53.747218
7.592012	53.747218
7.590252	53.748098
7.587025	53.748098
7.585264	53.748978
7.577051	53.748978
7.57529	53.749858
7.570303	53.749858
7.568837	53.748978
7.560329	53.748978
7.558569	53.748098
7.557102	53.748098
7.555342	53.747218
7.550355	53.747218
7.548595	53.746631
7.547128	53.746631
7.545368	53.745751
7.520433	53.745751
7.518673	53.746631
7.516913	53.746631
7.515446	53.745751
7.513686	53.745751
7.511926	53.744871
>
7.66623	53.756605
7.66623	53.762473
7.667697	53.763353
7.667697	53.765113
7.669457	53.765993
7.669457	53.766873
7.671217	53.76746
7.671217	53.76834
7.672684	53.76922
7.672684	53.77098
7.676204	53.77274
7.676204	53.773327
7.677084	53.773913
7.678551	53.773913
7.679431	53.774207
7.679431	53.775087
7.687058	53.7789
7.688525	53.7789
7.690285	53.77978
7.692045	53.77978
7.693512	53.780367
7.698499	53.780367
7.700259	53.781247
7.730182	53.781247
7.731942	53.780367
7.760104	53.780367
7.761864	53.781247
7.773598	53.781247
7.775358	53.780367
7.800293	53.780367
7.80176	53.779487
7.812027	53.779487
7.812907	53.779194
7.812614	53.778314
7.814374	53.777434
7.814374	53.774793
7.811734	53.77362
7.810267	53.77362
7.808507	53.77274
7.80176	53.77274
7.800293	53.77186
7.790319	53.772153
7.786799	53.770393
7.783572	53.770393
7.778585	53.767753
7.776825	53.767753
7.773598	53.766286
7.770371	53.766286
7.768611	53.765406
7.766851	53.765406
7.765091	53.764526
7.763624	53.764526
7.761864	53.763646
7.760104	53.763646
7.759224	53.763353
7.759517	53.760712
7.758637	53.760419
7.75365	53.760419
7.75189	53.759539
7.716981	53.759539
7.71346	53.761299
7.711994	53.761299
7.708473	53.763059
7.700259	53.763059
7.698499	53.762179
7.697033	53.763059
7.693512	53.763059
7.692632	53.762473
7.692632	53.761592
7.691165	53.761006
7.691165	53.760126
7.689405	53.759246
7.689405	53.758366
7.687645	53.757486
7.687645	53.756019
7.689405	53.755139
7.689405	53.754259
7.688525	53.753672
7.687058	53.753672
7.685298	53.753085
7.683832	53.753085
7.681778	53.753965
7.677084	53.753965
7.675324	53.754552
7.673564	53.754552
7.671804	53.755432
7.670337	53.755432
7.668577	53.756312
7.666817	53.756312
7.66623	53.756605
>
7.515446	53.672999
7.516913	53.672413
7.52542	53.672119
7.526887	53.672999
7.531874	53.672999
7.533634	53.67388
7.535394	53.67388
7.536861	53.67476
7.540381	53.67476
7.542141	53.67564
7.547128	53.67564
7.548595	53.676226
7.553582	53.676226
7.555342	53.677106
7.562089	53.677106
7.563556	53.677986
7.570303	53.677986
7.572064	53.678867
7.573824	53.678867
7.57529	53.679747
7.580277	53.679747
7.583504	53.681213
7.585264	53.681213
7.587025	53.682093
7.588491	53.682093
7.590252	53.682974
7.592012	53.682974
7.596999	53.68532
7.598759	53.685614
7.600226	53.686494
7.601986	53.6862
7.605213	53.687961
7.606973	53.687961
7.608733	53.688841
7.61372	53.688841
7.615187	53.689721
7.628681	53.689721
7.630148	53.690601
7.631908	53.690601
7.633668	53.691187
7.635428	53.691187
7.636895	53.692067
7.638655	53.692067
7.640122	53.692948
7.641882	53.692948
7.643642	53.693828
7.648629	53.693828
7.650096	53.694414
7.651856	53.694708
7.653616	53.695588
7.656843	53.695294
7.658603	53.696174
7.660363	53.696174
7.66183	53.697055
7.66359	53.697055
7.665057	53.697935
7.666817	53.697935
7.670337	53.699695
7.675324	53.699401
7.677084	53.700281
7.678551	53.700281
7.680311	53.701161
7.685298	53.701161
7.687058	53.702042
7.692045	53.702042
7.693512	53.702922
7.71522	53.702922
7.716981	53.702042
7.718447	53.702042
7.720208	53.701161
7.740156	53.701161
7.741916	53.702042
7.75365	53.702042
7.755117	53.702922
7.763624	53.702628
7.765091	53.703508
7.766851	53.703508
7.773598	53.707029
7.776825	53.707029
7.778585	53.707615
7.783572	53.707615
7.785332	53.708495
7.791786	53.708495
7.793546	53.709375
7.798533	53.709375
7.800293	53.710255
7.80176	53.710255
7.80528	53.711722
7.806747	53.711722
7.808507	53.712896
7.810267	53.712602
7.811734	53.713482
7.828455	53.713482
7.830215	53.714362
7.843416	53.714362
7.845176	53.715242
7.850164	53.715242
7.851924	53.716123
7.856911	53.715829
7.858377	53.716709
7.865125	53.716709
7.866885	53.717589
7.873339	53.717589
7.875099	53.718469
7.875979	53.717883
7.875979	53.717296
7.876859	53.716709
7.910008	53.716709
7.911768	53.717589
7.926729	53.717589
7.928489	53.718469
7.956651	53.718176
7.958411	53.717589
7.970145	53.717589
7.971612	53.716709
7.978359	53.716709
7.98012	53.715829
7.985107	53.715829
7.986867	53.714949
7.995081	53.714949
7.996841	53.715829
8.000068	53.715536
>
9.000113	53.840505
8.996592	53.840505
8.994832	53.841385
8.993366	53.841385
8.990139	53.842852
8.986618	53.842852
8.984858	53.843732
8.983392	53.843732
8.981631	53.842852
8.978111	53.842852
8.974884	53.841385
8.969897	53.841385
8.96843	53.840505
8.961683	53.840505
8.959923	53.839625
8.958163	53.839625
8.956696	53.838745
8.951709	53.838745
8.949949	53.837865
8.946722	53.837865
8.944962	53.836985
8.941735	53.836985
8.939095	53.835811
8.939095	53.834931
8.936748	53.833758
8.933228	53.833758
8.931761	53.832878
8.925014	53.832878
8.923254	53.831998
8.910053	53.831998
8.907413	53.830824
8.907413	53.829944
8.906533	53.829651
8.904773	53.829651
8.900079	53.831998
8.895092	53.831998
8.893332	53.831117
8.890105	53.831117
8.888345	53.831998
8.866636	53.831998
8.864876	53.832878
8.856662	53.832878
8.854902	53.833758
8.844928	53.833758
8.843168	53.834638
8.839941	53.834638
8.838474	53.835518
8.829967	53.835518
8.828207	53.834638
8.82674	53.834638
8.82498	53.833758
8.821753	53.833758
8.819993	53.834638
8.813246	53.834638
8.811779	53.835518
8.806499	53.835518
8.805032	53.834638
8.796525	53.834638
8.795058	53.835518
8.793298	53.835518
8.791538	53.836105
8.790071	53.836105
8.788311	53.836985
8.786551	53.836985
8.785084	53.837865
8.783324	53.837865
8.781564	53.838745
8.779804	53.838745
8.776577	53.840505
8.77511	53.840505
8.766603	53.844612
8.764842	53.844612
8.761616	53.846079
8.759855	53.846079
8.758389	53.846959
8.756629	53.846959
8.749881	53.850479
8.746655	53.850479
8.745774	53.850772
8.745774	53.853412
8.743134	53.854586
8.741668	53.854586
8.738441	53.856346
8.73668	53.856346
